;food1;food2;amount
15280;puerto rican cabbage, avocado, and carrot salad;bouillabaise;0.324219
15281;ham hocks with navy beans;easy chicken enchiladas;0.32422
15282;turkey shawarma with crunchy vegetables;risotto with spicy sausage;0.324239
15283;cajun skillet surprise;turkey shawarma with crunchy vegetables;0.324239
15284;aunt lisl s butter cookies;turkey shawarma with crunchy vegetables;0.324256
15285;danish pastry braid;laura s maryland crab cakes;0.324274
15286;chocolate chip pie iv;beer battered onion rings;0.324279
15287;beer battered onion rings;salmon fillets with creamy dill;0.324283
15288;duck with walnut sherry vinaigrette;bacon-wilted greens with warm pecan-crusted goat cheese;0.324306
15289;turkey shawarma with crunchy vegetables;california turkey burger;0.324314
15290;hanoi turmeric grilled fish with dill and onion;ginger pumpkin tart;0.324355
15291;candied root vegetables;fried green tomatoes with shrimp remoulade;0.324365
15292;turkey shawarma with crunchy vegetables;ricotta tart: torta di ricotta;0.324369
15293;red-braised pork with fresh pineapple;rajma masaledar;0.324382
15294;creamy parmesan polenta;cranberry salad;0.324384
15295;turkey shawarma with crunchy vegetables;spicy low-country shrimp and grits;0.324425
15296;16-minute greek feast to go;baklava cigars;0.324429
15297;grilled new potato salad with peppers and onions;hanoi turmeric grilled fish with dill and onion;0.324432
15298;spicy mexican torte;spicy tomato relish;0.324443
15299;freak n good ribs;tomato butter dill sauce;0.324483
15300;freak n good ribs;mushroom, radicchio, and smoked mozzarella lasagne;0.324496
15301;easy mexican sopes;bacon-wilted greens with warm pecan-crusted goat cheese;0.324496
15302;beef and horseradish sauce sandwich;rajma masaledar;0.324518
15303;roasted pumpkin soup;croissant french toast with soft caramel apples;0.324531
15304;creamy italian dressing ii;turkey shawarma with crunchy vegetables;0.324541
15305;zucchini slice;16-minute greek feast to go;0.324552
15306;ginger-lemongrass portobello mushroom caps;spicy mexican torte;0.324555
15307;homemade tortelli stuffed with stewed oxtail;southwest cheese grits;0.324568
15308;finikia;seared halibut with spicy tomato chutney;0.324572
15309;tomatillo sauce;southwest cheese grits;0.324635
15310;smashed peas and ricotta cheese;miss dixie s remoulade;0.324737
15311;turkey shawarma with crunchy vegetables;sausage-stuffed mushrooms;0.324742
15312;moroccan chicken stew;christina s sometimes-you-feel-like-a-nut-sometimes-you-don t sweet potato soup;0.324748
15313;16-minute greek feast to go;healthy turkey tex mex chili;0.324786
15314;café iguana margarita;bouillabaise;0.324824
15315;potato latkes i;spicy sausage linguine;0.324879
15316;candied root vegetables;colorado lamb and couscous crostini;0.324889
15317;spicy sausage linguine;kathy faulding s famous brownies;0.324897
15318;spicy sausage linguine;paneer matar masala;0.3249
15319;bacon-wilted greens with warm pecan-crusted goat cheese;honeyed red-onion confit;0.324907
15320;corn bread dressing with ham, fennel, and carrots;16-minute greek feast to go;0.324919
15321;almond puff pancakes;veal spiedini - stuffed, skewered, and grilled;0.32493
15322;basic bechamel sauce;turkey shawarma with crunchy vegetables;0.324955
15323;finikia;savory goat cheese and tomato bread pudding;0.324979
15324;hanoi turmeric grilled fish with dill and onion;healthy turkey tex mex chili;0.324994
15325;hanoi turmeric grilled fish with dill and onion;baklava cigars;0.324999
15326;roasted peppers with parsley and black olives;rajma masaledar;0.325009
15327;16-minute greek feast to go;fred s famous tar heel chili;0.325165
15328;roasted pumpkin soup;spaghetti olio;0.325181
15329;grilled hawaiian chicken and pineapple sandwiches;spicy mexican torte;0.325238
15330;moroccan chicken stew;cranberry salad;0.325251
15331;rajma masaledar;tomato sauce for spaghetti and meatballs;0.325298
15332;spicy sausage linguine;how to make country gravy;0.325302
15333;hanoi turmeric grilled fish with dill and onion;huevos rancheros in tortilla cups;0.325329
15334;rum caramel cake;teeny-weeny coxinha;0.325388
15335;baccelli e pecorino: fava beans and pecorino;ployes;0.325389
15336;jalapeno ranch salad dressing;bouillabaise;0.325392
15337;jicama salad with cilantro and lime;bouillabaise;0.325403
15338;crostini with white beans and basil-marinated shrimp;duck legs confit cooked in a pouch (“confit” de canard en sous vide);0.325439
15339;hanoi turmeric grilled fish with dill and onion;gingerbread layer cake with candied kumquats;0.325444
15340;shredded cabbage salad with pomegranate and tomatoes;beer battered onion rings;0.325473
15341;saltado de vainitas (peruvian green beans with chicken);jain potato stew;0.325622
15342;spicy sausage linguine;slow lamb with baked provencal tomatoes;0.32568
15343;freak n good ribs;mixed berry tiramisu;0.325688
15344;seafood risotto;finikia;0.325699
15345;mississippi sweet and sour barbeque sauce;bacon-wilted greens with warm pecan-crusted goat cheese;0.325702
15346;spicy sausage linguine;lamb shank braised in white wine with rosemary;0.325731
15347;spaghetti with endives and anchovies;finikia;0.3258
15348;turkey shawarma with crunchy vegetables;easy mouthwatering baked ravioli;0.3258
15349;turkey shawarma with crunchy vegetables;prune, orange, fennel, and red onion salad with mixed greens;0.325813
15350;finikia;chicken mole;0.325828
15351;monkfish court bouillon;turkey shawarma with crunchy vegetables;0.325863
15352;tomatillo sauce;marbleized brownies;0.325889
15353;candied root vegetables;fall figs stuffed with stilton cheese, wrapped in prosciutto and chateau elan port wine syrup;0.325893
15354;the big apple pie;beer battered onion rings;0.325934
15355;16-minute greek feast to go;chunky chili cornbread;0.325944
15356;finikia;grilled tuna and star fruit salad;0.32599
15357;norwegian christmas cookies;finikia;0.326047
15358;teriyaki chicken wings;cheesy italian bread wedges;0.326055
15359;spicy sausage linguine;white kimchi;0.326098
15360;finikia;croque monsieur sandwiches with pears;0.326107
15361;braised halibut fillets in coconut and lemongrass with smoked eggplant and tomato ginger chutney;beer battered onion rings;0.326111
15362;broiled steak with horseradish cream;cheesy italian pull apart bread;0.326127
15363;campechana extra (mexican seafood cocktail);geoduck papaya ceviche;0.326132
15364;spicy sausage linguine;zucchini pasta bake;0.326136
15365;freak n good ribs;grilled skirt steak with homemade asian barbeque marinade;0.326144
15366;duck legs confit cooked in a pouch (“confit” de canard en sous vide);passover chocolate walnut cookies;0.326145
15367;wife pastry (lo po bang);freak n good ribs;0.326169
15368;thick-style lebanese garlic sauce;rajma masaledar;0.326181
15369;chinese spareribs with teriyaki glaze;candied root vegetables;0.326198
15370;inwood hamburgers;16-minute greek feast to go;0.326205
15371;chana ghassi;classic tiramisu with chocolate;0.326213
15372;nana s yorkshire pudding;crostini with white beans and basil-marinated shrimp;0.326234
15373;spicy sausage linguine;lamb pitas with tomato, scallions and mint yogurt dressing;0.326234
15374;grilled santa barbara prawns with blood orange glaze;bouillabaise;0.326234
15375;spinach, potatoes, and bacon au gratin;bouillabaise;0.326281
15376;cottage cheese spinach chicken;rajma masaledar;0.326309
15377;stilton walnut tarts;cheesy italian pull apart bread;0.326331
15378;candied root vegetables;salsa borracha (drunk salsa);0.326334
15379;brisket braised in porter;turkey shawarma with crunchy vegetables;0.326477
15380;freak n good ribs;salmon pie;0.326481
15381;aji de gallina (chicken in a spicy sauce);turkey shawarma with crunchy vegetables;0.326536
15382;roasted pumpkin soup;salsa borracha (drunk salsa);0.326564
15383;barbeque bacon quesadillas;16-minute greek feast to go;0.326599
15384;candied root vegetables;jalapeno cheddar cornbread;0.326633
15385;moroccan chicken stew;vegan arepas made with polenta;0.326655
15386;beer battered onion rings;grilled portobello mushrooms;0.326668
15387;rajma masaledar;mike s 3-bean chili;0.326672
15388;chocolate bread pudding with walnuts and chocolate chips;almond puff pancakes;0.326677
15389;bitter melon stir-fry;spicy sausage linguine;0.326688
15390;candied root vegetables;gobi pakora;0.326721
15391;roomali roti;easy chicken enchiladas;0.326827
15392;dark brown bbq ribs;laura s maryland crab cakes;0.326829
15393;creamy parmesan polenta;spinach appam;0.326933
15394;cranberry salad;sue s killer martini;0.32694
15395;finikia;chipotle aïoli;0.326977
15396;peruvian beef noodle soup (sopa criolla);candied root vegetables;0.327019
15397;finikia;stilton and pear salad;0.327028
15398;cinnamon-almond cookies;beer battered onion rings;0.327052
15399;beer battered onion rings;green goddess dressing over iceberg wedges;0.327058
15400;pierogi;finikia;0.327095
15401;mom sykes  hungarian goulash;rum caramel cake;0.327148
15402;braised salmon;beer battered onion rings;0.327209
15403;australian bbq meatballs;turkey shawarma with crunchy vegetables;0.327229
15404;african chicken in spicy red sauce;smashed peas and ricotta cheese;0.327279
15405;classic tiramisu with chocolate;harvest foccacia;0.327294
15406;california chicken;rajma masaledar;0.327329
15407;lamb for lovers;bacon-wilted greens with warm pecan-crusted goat cheese;0.327355
15408;bacon-wilted greens with warm pecan-crusted goat cheese;chopped vegetable salad with feta and olives;0.327361
15409;mignonette sauce;rajma masaledar;0.327373
15410;bren s italian meatballs;bouillabaise;0.327387
15411;beer battered onion rings;ukrainian filled halushky dumplings;0.327395
15412;jalapeno corn muffins;turkey shawarma with crunchy vegetables;0.327436
15413;turkey shawarma with crunchy vegetables;crisp-skinned duck with mock mandarin pancakes;0.327445
15414;finikia;almond burfi;0.32745
15415;finikia;red-braised pork with fresh pineapple;0.327451
15416;spicy sausage linguine;the big apple pie;0.327464
15417;café iguana margarita;freak n good ribs;0.327507
15418;kent s bbq cornbread;rajma masaledar;0.327513
15419;grilled mangoes with herbs;sue s killer martini;0.327567
15420;stilton and pear salad;rajma masaledar;0.327577
15421;broiled steak with horseradish cream;Sorvete Chambinho Nestlé Pote 1l;0.327581
15422;candied root vegetables;chocolate-whiskey truffles souffles with caramel sauce;0.327582
15423;16-minute greek feast to go;tabbouleh;0.327597
15424;african chicken in spicy red sauce;sarah s slow cooker chicken cacciatore;0.327655
15425;candied root vegetables;baby tomato and fresh herb tabbouleh;0.327666
15426;freak n good ribs;corn bread dressing with ham, fennel, and carrots;0.327687
15427;tomatillo sauce;stilton walnut tarts;0.327719
15428;turkey shawarma with crunchy vegetables;pain perdu i;0.32773
15429;hanoi turmeric grilled fish with dill and onion;fred s famous tar heel chili;0.327763
15430;rum caramel cake;round 2 recipe - web - cinnamon roll french toast;0.327767
15431;turkey shawarma with crunchy vegetables;greek-style shrimp;0.327783
15432;honey plums;spicy mexican torte;0.327785
15433;turkey shawarma with crunchy vegetables;tomato sauce for spaghetti and meatballs;0.327814
15434;crostini with white beans and basil-marinated shrimp;round 2 recipe - web - cinnamon roll french toast;0.327818
15435;creamy parmesan polenta;cheesy italian pull apart bread;0.327837
15436;finikia;louisiana shrimp casserole;0.327855
15437;sesame encrusted seared tuna;southwest cheese grits;0.32791
15438;geoduck papaya ceviche;harvest foccacia;0.327913
15439;spicy sausage linguine;orzo;0.327921
15440;beer battered onion rings;anise walnut biscotti;0.327942
15441;tomatillo sauce;laura s maryland crab cakes;0.327996
15442;freak n good ribs;grilled tri-tip with oregon herb rub;0.328005
15443;fried pickles;rajma masaledar;0.328032
15444;finikia;la mariana surf and turf combo;0.328039
15445;geoduck papaya ceviche;champagne sabayon on top of milk chocolate sauce and fresh berries;0.328047
15446;beer battered onion rings;grilled shrimp, orange, and watermelon salad with peppered peanuts in a zesty citrus dressing;0.328054
15447;thanksgiving turkey with italian meat stuffing;savory polenta;0.32813
15448;homemade tortelli stuffed with stewed oxtail;stilton walnut tarts;0.328317
15449;rum caramel cake;the only pizza you ll ever want again: chicken, sun dried tomato, broccoli, ricotta, mozzarella and basil;0.32832
15450;roasted pumpkin soup;colorado lamb and couscous crostini;0.328321
15451;loaded omelets;passover chocolate walnut cookies;0.328339
15452;ployes;champagne sabayon on top of milk chocolate sauce and fresh berries;0.328434
15453;baccelli e pecorino: fava beans and pecorino;spinach-artichoke ravioli-lasagna;0.328447
15454;texas sauce;chicken wings with black-bean sauce;0.328488
15455;guinness® dogs;creamy parmesan polenta;0.328493
15456;grilled white anchovies with lemon and mint salsa;spicy sausage linguine;0.328511
15457;sesame encrusted seared tuna;sue s killer martini;0.328527
15458;candied root vegetables;oven-fried chicken breasts;0.328544
15459;rum caramel cake;strawberry mint seduction;0.328566
15460;grilled mangoes with herbs;southwest cheese grits;0.328581
15461;finikia;teriyaki salmon stir-fry;0.328589
15462;new york steaks with a vanilla and cherry sauce;spicy mexican torte;0.328593
15463;hanoi turmeric grilled fish with dill and onion;oyster orgy salad;0.32865
15464;16-minute greek feast to go;tomato butter dill sauce;0.328685
15465;hanoi turmeric grilled fish with dill and onion;wormy ice cubes - for witch s brew;0.328756
15466;turkey shawarma with crunchy vegetables;cantaloupe gelato;0.328839
15467;hatch chile enchilada pie;rajma masaledar;0.328876
15468;shrimp cognac and baked cheese grits;savory polenta;0.328921
15469;australian bbq meatballs;finikia;0.328971
15470;profiterole dough;beer battered onion rings;0.328972
15471;new york steaks with a vanilla and cherry sauce;saltado de vainitas (peruvian green beans with chicken);0.328979
15472;freak n good ribs;grilled marinated tuna with radicchio balsamic and meyer lemon;0.328986
